Unnamed: 0,author_id,created_at,edit_history_tweet_ids,tweetid,message,retweet_count,reply_count,like_count,quote_count,impression_count,profile_urls,user_username,user_name,user_ids,my_label,sentiment,trained_on,df_index,hashtag
67,826521192563617794,2023-01-09 15:42:50+00:00,[1612474989915082752],1612474989915082752,"@HofmeisterAusLU @HolzheuStefan Die AKW-Abschaltung ist ein Prozess, der sich über einen langen Zeitraum hinzieht. Da kann man nicht 1 Jahr vor Termin das Ruder wieder rumreißen. Hätte die Vorgänger Regierung nicht den EE Ausbau verhindert, wäre die jetzige Kohleverstromung nicht nötig gewesen 🤬",0,1,4,0,45,https://pbs.twimg.com/profile_images/828550511280394241/hWQtki50_normal.jpg,Heimdall2017,Heimdall,826521192563617794,,,0.0,67,[]
51,2479310096,2023-01-09 17:30:28+00:00,[1612502074742214665],1612502074742214665,"@Krawallstein Der erlaubte 24h-Zeitraum wird nicht eingehalten. Ab  29.12. wird gnadenlos geböllert, keine Ordnungsmacht gebietet dem Treiben Einhalt. Die Natur wird tagelang terrorisiert, d stresst unzählige Tiere zu Tode. Giftmüll-Berge  kaum zu bewältigen, viel Müll landet in der Natur.",0,0,1,0,14,https://pbs.twimg.com/profile_images/1549044711368835072/8BD4j9kV_normal.jpg,Saltytrees,Beate S. 🇺🇦🕯️🇺🇦🕯🇺🇦🕯️🇺🇦,2479310096,,,0.0,51,[]
84,915524379999686661,2023-01-09 14:47:03+00:00,[1612460952762437634],1612460952762437634,"Ein anderes Bild zeigt sich, wenn man die letzten 15 Jahre betrachtet - also grob den Zeitraum, in dem Dekarbonisierung des Verkehrs ein größeres pol. Thema wurde. Verglichen mit 2007 sind die Emissionen in den größeren EU-Ländern gesunken, in Deutschland aber gestiegen. https://t.co/Z1nleAMQH3",0,2,0,0,89,https://pbs.twimg.com/profile_images/1410512579785527301/GHktRmQL_normal.jpg,fairkehr,fairkehr Magazin,915524379999686661,,,0.0,84,[]
80,1324003935762452482,2023-01-09 15:02:18+00:00,[1612464788214517762],1612464788214517762,"2/Rüstungsgüter im ersten Halbjahr 2022 hervor.
Im Berichtszeitraum wurden den Angaben zufolge Einzelgenehmigungen in Höhe von insgesamt ca.4,14 Milliarden€(Vergleichs- zeitraum 2021:ca. 2,3 Milliarden €) erteilt. Davon entfielen rund 1,78 Milliarden € auf eine großvolumige",0,1,0,0,6,https://pbs.twimg.com/profile_images/1576191438882308099/FgsTdoMN_normal.jpg,KnabeSanny,🏳️‍🌈Sanny_G_Knabe🇺🇦🇩🇪,1324003935762452482,,,0.0,80,[]
4,56989574,2023-01-09 23:14:32+00:00,[1612588663929737217],1612588663929737217,"Dozhd"" erhielt eine Sendelizenz in den Niederlanden: Der russische Fernsehsender Dozhd hat von der niederländischen Medienkommission eine Sendelizenz für einen Zeitraum von fünf Jahren erhalten und kann damit seinen Sendebetrieb in der EU wieder… https://t.co/oKRUw9tGmh #Ukraine",0,0,0,0,66,https://pbs.twimg.com/profile_images/713709474092068864/oNBhQkUA_normal.jpg,ukraineforum,Ukraineforum,56989574,,,0.0,4,['Ukraine']
79,1301079241837228032,2023-01-09 15:05:17+00:00,[1612465540076912641],1612465540076912641,"📢📢📢 Die 🇦🇹 Botschaft Den Haag sucht eine*n Verwaltungspraktikant*in für den Zeitraum 1.9. bis 30.11.2023‼️ Wir bieten: Interessante, vielfältige Aufgaben in einem motivierten und netten Team. Bei Interesse Bewerbungen bitte bis Montag, 6.2. an: den-haag-ob@bmeia.gv.at. ⬇️⬇️⬇️ https://t.co/a6EvKIfI4V",4,0,7,0,630,https://pbs.twimg.com/profile_images/1301079796911345664/R_wIFjZX_normal.jpg,AstridHarz,Astrid Harz,1301079241837228032,,,0.0,79,[]
6,1170795355472109568,2023-01-09 22:35:51+00:00,[1612578927263862784],1612578927263862784,@Riderso50794811 @DanieleGanser Die 5 Milliarden Unterstützungsgelder flossen in einem Zeitraum von über 20 Jahren. Die Gelder erhielten alle ehemalige Sovietstaaten da diese komplet heruntergewirtschaft waren.,0,0,0,0,6,https://pbs.twimg.com/profile_images/1170795465803214850/53hBJsT2_normal.jpg,RolfGerber9,Rolf Gerber,1170795355472109568,,,0.0,6,[]
50,1526138505474232320,2023-01-09 17:35:02+00:00,[1612503226015748113],1612503226015748113,"@StefanH38016719 @___R0man___ Nicht genau zu beziffern, aber für den Raum Bachmut insgesamt schätze ich allein für den Zeitraum 28.12.-8.1. mind. 4000, eher 5000 Gefallene, mind. 25 Kpz und 50 Spz",0,1,1,0,80,https://pbs.twimg.com/profile_images/1568294597016657920/Vo98e-S9_normal.jpg,Strien9,HC Strien,1526138505474232320,,,0.0,50,[]
53,40482230,2023-01-09 16:54:49+00:00,[1612493103855960064],1612493103855960064,"Finanzziele
Thurgauer Kantonalbank gibt neue Mittelfristziele bekannt
Die Kantonalbank will im Zeitraum von 2023 bis 2027 das Geschäftsvolumen steigern und beim Thema ESG Fortschritte machen.

https://t.co/mP0uadfLXh",0,0,0,0,8,https://pbs.twimg.com/profile_images/214646610/GTEMLogoTwitter2_normal.jpg,GTEM,GTEM Optimized Quant Pooling Advisory,40482230,,,0.0,53,[]
47,1220084253402288133,2023-01-09 17:36:24+00:00,[1612503569458147329],1612503569458147329,"Update: Die Aktivisten besetzen den Raum für einen unbestimmten, aber mehrwöchigen Zeitraum.🙃🙃🙃 https://t.co/ha9yXER2Ki",0,0,2,0,180,https://pbs.twimg.com/profile_images/1220084456222003200/LK0OmY9F_normal.jpg,Maluigi3,🇺🇦 Maluigi | Leon 🇺🇦,1220084253402288133,,,0.0,47,[]
75,1184022676488314880,2023-01-09 15:20:36+00:00,[1612469396303187968],1612469396303187968,"+++ Bei Wohnungseinbruch Bargeld entwendet +++
#Pforzheim 

In eine Wohnung in der Südweststadt eingedrungen ist ein noch unbekannter Täter im Zeitraum zwischen Mittwochmittag und Sonntagabend.

https://t.co/Td7z7beABd https://t.co/OfKBOoAUw9",0,0,3,0,269,https://pbs.twimg.com/profile_images/1495745013380272129/MfGBJOsf_normal.jpg,PolizeiPF,Polizei Pforzheim,1184022676488314880,,,0.0,75,['Pforzheim']
41,86494810,2023-01-09 18:15:07+00:00,[1612513312343986177],1612513312343986177,@ApothekerDer Was heißt.. längerer Zeitraum? Ich nehm die immer wieder mal wenn ich Kopfweh hab ^^,0,0,1,0,201,https://pbs.twimg.com/profile_images/1064207973197717509/1AKZTOo0_normal.jpg,c4tcreature,c4tcreature,86494810,,,0.0,41,[]
92,1352738387220951042,2023-01-09 14:07:29+00:00,[1612450992045363201],1612450992045363201,"@jnphlpphls So sehen die fünf Klassen bei Vonovia aus. Also Eintrittswahrscheinlichkeit ""Ungünstige Zinsentwicklung"" = unwahrscheinlich bei einem Zeitraum von fünf Jahren. https://t.co/eGlS0GeV7b",1,1,6,0,948,https://pbs.twimg.com/profile_images/1507023312509038599/TXycZf_u_normal.jpg,papetzelberger,Paul Petzelberger,1352738387220951042,,,0.0,92,[]
63,2171885907,2023-01-09 16:13:00+00:00,[1612482580615688192],1612482580615688192,@oxana_nova @MelnykAndrij Das hat auch wieder niemand behauptet. Allerdings war es aufgrund des Verhaltens der Ukraine zu erwarten. Oder hat Sie das wirklich überrascht? Hätte die Ukraine einem Waffenstillstand zugestimmt wären definitiv weniger oder in dem Zeitraum keiner gestorben. 🤷‍♂️,0,0,0,0,19,https://pbs.twimg.com/profile_images/378800000706213471/c58bf82af331f9cfe164f3c03eb96f6e_normal.jpeg,ChristianIngebo,Christian Ingeborg,2171885907,,,0.0,63,[]
52,1350751849595482113,2023-01-09 16:59:25+00:00,[1612494263853453313],1612494263853453313,"Der bekannte US-Kardiologe Peter McCullough nannte die Studie schockierend. Er verwies im Vergleich auf eine europäische Studie, die die Mortalität von Spitzensportlern beobachtete – jedoch im Zeitraum von 1966 bis 2004. In den 38 Jahren Laufzeit der Studie kam es - https://t.co/hhGoUZ9RJ0",17,3,41,1,579,https://pbs.twimg.com/profile_images/1350752382280462336/Jh6Pgd1l_normal.jpg,Michael16237128,Michael,1350751849595482113,,,0.0,52,[]
59,14508163,2023-01-09 16:19:19+00:00,[1612484170843840519],1612484170843840519,"@FAZ_NET Weil die Bilanz einer wieder aufgeforsteten Fläche in den ersten Jahren noch negativ ist, soll man es lieber lassen? Man muss den Effekt doch mit der Bilanz einer nicht wieder aufgeforsteten Fläche vergleichen, zudem (wie auch angedeutet wird) über einen längeren Zeitraum.",0,0,2,0,48,https://pbs.twimg.com/profile_images/1564593564415401985/f0iSM3vh_normal.jpg,JoergFr,Jörg Phil Friedrich,14508163,,,0.0,59,[]
21,748910237499977728,2023-01-09 20:28:08+00:00,[1612546789185298440],1612546789185298440,@lalacookieee Knapp über der Inflation in dem Zeitraum. Wo ist hier der Skandal?,0,0,0,0,13,https://pbs.twimg.com/profile_images/1501286539996848128/pbzRUAxw_normal.jpg,flanders9999,Andreas 🇮🇱🇺🇦,748910237499977728,,,0.0,21,[]
76,44445089,2023-01-09 15:17:00+00:00,[1612468489595326464],1612468489595326464,"@julians83793171 Man kann bei Geimpften etwa 70 Tage einen erhöhten Ruhepuls beobachten. Vielleicht hilft dieser Zeitraum als Orientierung, wann der Körper wieder belastbar ist (wenn er nicht in der Zwischenzeit überfordert wird)?",0,0,0,0,356,https://pbs.twimg.com/profile_images/1611728714416406532/_twV0Z7V_normal.jpg,vern_5_tig,Matt Britt,44445089,,,0.0,76,[]
97,77605087,2023-01-09 13:43:56+00:00,[1612445066865278977],1612445066865278977,"2022 ist vorbei, Zeit für eine Bilanz: Der #Gasverbrauch Österreichs des war - dank Wetter, Einsparungen und Gasausstieg - im abgelaufenen Jahr um 8 % niedriger als der Durchschnitt aus 2017 bis 2021. Im Zeitraum August bis Dezember wurde sogar um 17% weniger Gas verbraucht. https://t.co/PITx2mXHTK",10,7,54,2,9919,https://pbs.twimg.com/profile_images/1596402422045368321/SztKasY-_normal.jpg,chri_gru,Christoph Dolna-Gruber 🇪🇺,77605087,,,0.0,97,['Gasverbrauch']
57,1430435339437494272,2023-01-09 16:30:30+00:00,[1612486984248791044],1612486984248791044,"Spielsperre

Die Spielsperre ist ein wichtiger Schritt für Menschen, die mit dem Glücksspiel aufhören möchten.

Sie können sich selbst für einen bestimmten Zeitraum vom Glücksspiel bei bet365 ausschließen.",0,0,0,0,96,https://pbs.twimg.com/profile_images/1605564359668912128/o-kcjyYh_normal.png,bet365DE,bet365 DE,1430435339437494272,,,0.0,57,[]
10,1325849696422793216,2023-01-09 22:01:29+00:00,[1612570278978113536],1612570278978113536,"@elbitcoinamb Aber auf den von Dir genannten Zeitraum wurden extra konventionelle Kraftwerke hochgefahren!

Wie kann das sein? Nun, weil Ausfallleistung durch Windkraftwerke nur 3% ausmacht und die WKws höchstwahrscheinlich aus anderen Gründen stehen.",0,0,3,0,146,https://pbs.twimg.com/profile_images/1325850203690307586/VEBfV4ek_normal.jpg,Ghostie0815,GhostTyper,1325849696422793216,,,0.0,10,[]
45,1360860083211677696,2023-01-09 17:44:19+00:00,[1612505560968007715],1612505560968007715,"Was das wohl war? Ich sehe eine große Explosion, die bekannten Videos von getroffenen Mundepots sehen mir anders aus, diese gehen über einen Zeitraum mit sich fortsetzenden Exposionen hoch, auch die Entwicklung der schwarzen Wolke habe ich so noch nicht gesehen. https://t.co/qajB9i27VV",0,0,0,0,74,https://pbs.twimg.com/profile_images/1454465215005958146/g94BKJJk_normal.jpg,MaGu_daheim,MaGu 🇺🇦,1360860083211677696,,,0.0,45,[]
40,1491523412120018954,2023-01-09 18:19:44+00:00,[1612514473100599320],1612514473100599320,"@GittermannPeer @AufstandLastGen Dann fassen wir gerne den Zeitraum etwas weiter, da wird es deutlicher auf welch einen Trugschluss die @AufstandLastGen reingefallen ist.

https://t.co/josPJevJPT https://t.co/0ap5ySjO5k",0,3,3,0,146,https://pbs.twimg.com/profile_images/1491525176869240847/VlvlMuTl_normal.jpg,LeibrockFrank,FrankL_Spanien,1491523412120018954,,,0.0,40,[]
22,1608513317676400641,2023-01-09 20:24:36+00:00,[1612545898990678016],1612545898990678016,"@welt Nur ein Beispiel von Millionen im Rest-Deutschland vergangener Jahrzehnte. Wer  die hierfür im vorgenannten Zeitraum bis jetzt - immer noch wählt, dürfte nicht mehr alle Latten am Zaun haben.",0,0,0,0,1,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,paulsen1938,Paulsen1938,1608513317676400641,,,0.0,22,[]
29,1335271268761956353,2023-01-09 19:41:21+00:00,[1612535014700494848],1612535014700494848,"@enielaK @MachWas5 @IwanDerErste Hallo Katja, woher stammt denn Deine Grafik, Datenherkunft? Stichtag? Zeitraum? Wer gilt lt. Grafik als geimpft (1x oder 3x oder mehr Impfungen)? Ist die Übersterblichkeit altersstandardisiert?",0,1,1,0,21,https://pbs.twimg.com/profile_images/1335497341038682112/5VnNpCh8_normal.jpg,Ivan_aus_GG,Ivan,1335271268761956353,,,0.0,29,[]
46,1541061528417439750,2023-01-09 17:37:06+00:00,[1612503745635487807],1612503745635487807,"Das waren nur die Spiele der #GTA Reihe zudem sind in diesem Zeitraum Spiele der Serien Midnight Club, Max Payne, Red Dead, LA Noire und Bully erschienen. 
Die Konsolengeneration von PS4 und Xbox One ist somit die einzige, die kein eigenes Spiel in der GTA Reihe erhalten hat.",0,1,0,0,22,https://pbs.twimg.com/profile_images/1541062801782874117/uJ3idFZh_normal.jpg,FInvestingS,Future Investing,1541061528417439750,,,0.0,46,['GTA']
3,1370413004496453632,2023-01-09 23:19:12+00:00,[1612589837395140610],1612589837395140610,"@GermanCucumber1 @DoeSpam @manusch_perche Ich glaube wenn die Population so sehr zusammenschrumpfen würde, dann würde alles zusammenbrechen.
Obwohl es natürlich auch auf den Zeitraum ankäme. Wie lange würde das dauern? 5, 10, 20 Jahre?",0,2,6,0,191,https://pbs.twimg.com/profile_images/1425964438507638787/PtPa4R6G_normal.jpg,monchichiundich,🔴Globulistampfer🔴,1370413004496453632,,,0.0,3,[]
96,2864505915,2023-01-09 13:50:31+00:00,[1612446722151837700],1612446722151837700,"@N_Schmid @micha_bloss Ne, das natürlich nicht.
Mir war nur nicht ganz klar auf welchen Zeitraum du dich beziehst.
8 GW in 2030 wären hingegen schon recht brauchbar.",0,0,1,0,18,https://pbs.twimg.com/profile_images/1110535571896717314/xHBSSO-2_normal.png,An_di_Arbeit,Andi,2864505915,,,0.0,96,[]
23,946429829947252736,2023-01-09 20:22:20+00:00,[1612545328686702607],1612545328686702607,"@grumpyeskaliert Wenn kein Kredit draus wird dann werden sie dir ne Zahlungsaufforderung/Rechnung mit Zeitraum zu kommen lassen, wenn der überschritten wird und die 1. Mahnung rausgeht dann geht das häufig an die Schufa manchmal aber auch erst ab der 2. Mahnung.",0,1,1,0,20,https://pbs.twimg.com/profile_images/1608544553803386880/D8QKqDNX_normal.jpg,timonsku,Timon🛠🐀,946429829947252736,,,0.0,23,[]
14,1573997901830823938,2023-01-09 21:30:24+00:00,[1612562457129541632],1612562457129541632,@SurfistaDO @Fr0nthuhn @ZDFheute Tun sie nicht… nennen Sie mir Straftaten in Deutschland mit legalen halbautomatischen Langwaffen seit dem Ende des 2 Weltkrieges! 🙄 Wieviele Straftaten wurden im selben Zeitraum mit illegalen begangen?? 🤷‍♂️,0,0,2,0,10,https://pbs.twimg.com/profile_images/1573998177862164480/_ShVvGcf_normal.jpg,Luther_M_95,Luther1517,1573997901830823938,,,0.0,14,[]
32,1032609740101230594,2023-01-09 19:25:01+00:00,[1612530904663990276],1612530904663990276,"@Ohrlausi27 @U71pb Wer hat was mit welchem Zeitraum im Verhältnis gesetzt?
Mit welchen statistischen Mitteln und Untersuchungsmethoden, die über alle Jahre im Vergleich identisch waren?
Mit demselben Wissensstand, was kaum anzunehmen ist? ...
https://t.co/6tTL3BIE7B",0,2,0,0,40,https://pbs.twimg.com/profile_images/1417378495550926855/o9vRES1n_normal.jpg,Diodenkoenig,100+ Jahre echte #Digitalisierung (20.07.1921),1032609740101230594,,,0.0,32,[]
69,1377244332143611909,2023-01-09 15:39:46+00:00,[1612474217995419650],1612474217995419650,@fjonn Immer und immer wieder ein doubling down nach dem anderen über einen so langen Zeitraum hinweg muss man wirklich erst mal hinkriegen.,0,0,1,0,23,https://pbs.twimg.com/profile_images/1377249095136464898/fG98W2AP_normal.jpg,ScribeTrans,trans scribe,1377244332143611909,,,0.0,69,[]
38,79267627,2023-01-09 18:31:19+00:00,[1612517389081403398],1612517389081403398,"1/2 Der bekannte US-Kardiologe Peter McCullough nannte die Studie schockierend. Er verwies im Vergleich auf eine europäische Studie, die die Mortalität von Spitzensportlern beobachtete – jedoch im Zeitraum von 1966 bis 2004. In den 38 Jahren Laufzeit der Studie kam https://t.co/75UR35o8H5",0,1,0,0,5,https://pbs.twimg.com/profile_images/1588549762176933889/IVjkra8W_normal.jpg,Timo_35,Timo Greiner,79267627,,,0.0,38,[]
89,1259555571734384647,2023-01-09 14:15:07+00:00,[1612452913212792834],1612452913212792834,@BieHerr In etwa der Zeitraum in denen die ersten Hils- und Spendengelder flossen. Was soll man da denken?!,0,0,0,0,78,https://pbs.twimg.com/profile_images/1384214935417229317/gLiu3rgC_normal.jpg,On1Idee,IDEE-ON1,1259555571734384647,,,0.0,89,[]
20,2482338328,2023-01-09 20:34:36+00:00,[1612548415946104844],1612548415946104844,"@mikehajduk @tagesschau Joa, man kann natürlich auch die Ansicht so groß setzen, dass man den relevanten Zeitraum einfach nicht erkennt und ein Foto komplett ohne Kontext nehmen. Das kann halt jeder 5. Klässler besser.",0,1,14,0,152,https://pbs.twimg.com/profile_images/1309649004888821761/eRKXrL0h_normal.jpg,timfaobian,TimⓋaobian,2482338328,,,0.0,20,[]
25,1585698207157391384,2023-01-09 20:09:30+00:00,[1612542097457815589],1612542097457815589,"eine europäische Studie, die die Mortalität von Spitzensportlern beobachtete – jedoch im Zeitraum von 1966 bis 2004. In den 38 Jahren Laufzeit der Studie kam es insgesamt zu 1.101 Todesfällen. In einem Jahr mit Gen-Impfung starben also mehr Sportler, als in den 40 Jahren zuvor https://t.co/DVRAMnEfDN",1,2,3,1,609,https://pbs.twimg.com/profile_images/1600383695566807040/ktbnc9fs_normal.jpg,GeorgBuechner89,Georg Büchner,1585698207157391384,,,0.0,25,[]
98,1498322680268926981,2023-01-09 13:41:57+00:00,[1612444567940526080],1612444567940526080,"@julian07646263 @narkosedoc Kommt auf den Zeitraum an. Die Vernichtung des Moorgebiets zum Bau der Stadt Berlin ist langfristig ein schlimmerer Eingriff. Und was meinst du mit ""Rest""? Ohne Kohleabbau wäre da ein Kartoffelacker und kein Urwald.",0,1,0,0,8,https://pbs.twimg.com/profile_images/1597674083159887873/VTL-kvUe_normal.jpg,hajo_palm,J. Palm 🇺🇦 I Stand With Ukraine,1498322680268926981,,,0.0,98,[]
26,997770572129021952,2023-01-09 20:02:22+00:00,[1612540305256882190],1612540305256882190,Alena hat diesen Monat Geburtstag und das werde ich mit Euch feiern. Deswegen gehe ich mit meinen Konditionen back to the roots. Im Zeitraum 23.01 bis 30.01. Unter dem Motto ein Geschenk für mich ein Geschenk für dich. Fragen? Ruf mich gerne an ich freue mich auf Euch.,0,0,1,0,82,https://pbs.twimg.com/profile_images/1559251942630645763/qrwLQ1yT_normal.jpg,TransAlenaBent,TransAlenaBent,997770572129021952,,,0.0,26,[]
30,1037460266592739328,2023-01-09 19:38:42+00:00,[1612534348900605964],1612534348900605964,"@EnergyHuber Insbesondere unter Merkel, also in genau jenem Zeitraum, in dem ein Rekordausbau stattfand?",0,0,0,0,2,https://pbs.twimg.com/profile_images/1339337752853221377/LZBeub6Y_normal.jpg,MehrWagen,Ostwestfale,1037460266592739328,,,0.0,30,[]
37,2182889543,2023-01-09 18:32:18+00:00,[1612517635148636172],1612517635148636172,"@schweizok2 Der Kleber den die benutzen ist sehr gefährlich darf nicht mit der Haut in Berührung kommen 
Habe mich erkundigt beim Hersteller 
Sicherheitsdatenblatt:
Über längeren Zeitraum 10min führt eine Aufnahme über die Haut und Atmung zu schweren Gehirn 
Leber- Nierenschäden 
Krebs",0,0,0,0,11,https://pbs.twimg.com/profile_images/646335349267034112/H4QcYB5Y_normal.jpg,1zeropeter,1zeropeter,2182889543,,,0.0,37,[]
24,475210378,2023-01-09 20:10:56+00:00,[1612542457056735237],1612542457056735237,@ITPigeons Welchen Zeitraum meinst du?,0,1,0,0,238,https://pbs.twimg.com/profile_images/1559429277212442624/zjlkjFoU_normal.jpg,StoppelKing,Moritz StoppelKing,475210378,-1.0,,1.0,24,[]
70,1923813422,2023-01-09 15:38:35+00:00,[1612473920405258242],1612473920405258242,@AppleCases99 @elpasa1808 In welchem Zeitraum wäre ja die Frage,0,1,1,0,49,https://pbs.twimg.com/profile_images/1611733554483920896/CFCQBfTF_normal.jpg,2edgesth,Chris,1923813422,0.0,,1.0,70,[]
86,1466073089284919300,2023-01-09 14:32:03+00:00,[1612457178413105154],1612457178413105154,"@kayzix77 @lyvehrv ne, 1h30 takt macht man bei nem längeren zeitraum und nicht bei 3h30",0,0,0,0,34,https://pbs.twimg.com/profile_images/1529815464565686273/DdYLKqfM_normal.jpg,haftiabi8869,Senaid 🇧🇦,1466073089284919300,1.0,,1.0,86,[]
64,28840906,2023-01-09 16:12:32+00:00,[1612482464970055680],1612482464970055680,@Koyolein Zeitraum für wann geguckt ?,0,1,0,0,72,https://pbs.twimg.com/profile_images/1592517936455057413/hfbnfbrQ_normal.jpg,Cooliogrey,Jan Peter,28840906,-1.0,,1.0,64,[]
0,390997251,2023-01-09 23:51:11+00:00,[1612597887040475138],1612597887040475138,"@robert_fietzke Wo kommt denn diese Zahl her?Wohin sollen die denn abgetaucht sein?Ich dachte immer, die meisten von denen sind geistig limitierte Mitläufer,ne Flucht,gerade über längeren Zeitraum kostet aber Geld u.setzt etwas Köpfchen vorraus",0,0,0,0,4,https://pbs.twimg.com/profile_images/525627871520645120/6bwGEpqy_normal.jpeg,albfru,Albfru,390997251,1.0,,1.0,0,[]
